,facility_name,address,community_area,phone_number,zipcode,operation_time,longitude,latitude,x_coordinate,y_coordinate,service_type,notes
380,Lots of Love NFP,1015 W 79TH ST,AUBURN GRESHAM,7737838181,60620,,-87.6495345,41.7504499,1170840.1842561,1852396.394295,family support (children services),Head Start
381,Lots of Love Pre-School,1139 W 79TH ST,AUBURN GRESHAM,7738744954,60620,,-87.6528359,41.7503995,1169939.4464366,1852370.8665999,family support (children services),Head Start
382,Mari's Bumble Bee Academy,9725 S COMMERCIAL AVE,SOUTH DEERING,7732217692,60617,,-87.55087409999999,41.7183541,1197868.4414563999,1840930.3796156002,family support (children services),Head Start
383,Power Day Care,725 W 123RD ST,WEST PULLMAN,7735685794,60628,,-87.6404031,41.6704424,1173566.5063136,1823262.5061857,family support (children services),Head Start
384,Rey Gonzalez Children and Family Center,3050 E 92ND ST,SOUTH CHICAGO,7737219311,60617,,-87.5492161,41.7283781,1198287.8101261999,1844587.1295669,family support (children services),Head Start
385,Small World Daycare Center,834 W 31ST ST,BRIDGEPORT,3128081125,60608,,-87.64783890000001,41.8381328,1171048.0859963999,1884351.1591477,family support (children services),Head Start
386,Smart Learning Center,2988 S ARCHER AVE,BRIDGEPORT,7735238228,60608,,-87.6607933,41.8404072,1167511.4897512,1885152.0473481999,family support (children services),Head Start
387,Teddy Bear 1 (51st STREET),2649 W 51ST ST,GAGE PARK,7734760700,60632,,-87.69107290000001,41.800929100000005,1159368.0353837,1870703.2520207001,family support (children services),Head Start
388,Teddy Bear 2 (Columbus Dr),3473 W COLUMBUS AVE,ASHBURN,7734342327,60652,,-87.7089306,41.745386700000005,1154645.9087838999,1850428.2029928002,family support (children services),Head Start
389,Teddy Bear 3 (6401 S Pulaski Rd),6401 S PULASKI RD,WEST LAWN,7732842292,60629,,-87.7225655,41.7767834,1150843.765661,1861842.1506605,family support (children services),Head Start
390,Teddy Bear 5 (5160 S Pulaski),5160 S PULASKI RD,WEST ELSDON,7732847030,60632,,-87.7234664,41.798750299999995,1150541.2559205,1869844.9819867,family support (children services),Head Start
391,Young Scholars Dev. Ins.,3038 W 59TH ST,GAGE PARK,7739181944,60629,,-87.7000085,41.7864111,1156970.6297107001,1865394.9400941,family support (children services),Head Start
392,El Valor Corporation,1850 W 21ST ST,LOWER WEST SIDE,3126664511,60608,,-87.67301859999999,41.8541605,1164141.6347553001,1890137.8636446998,family support (children services),Head Start Support Services
393,Erie Community Center,1701 W SUPERIOR ST,WEST TOWN,3125635800,60622,,-87.6698132,41.895005499999996,1164899.8397201,1905028.4613369,family support (children services),Early Head Start – Child Care Partnership
394,Erie Community Center,1701 W SUPERIOR ST,WEST TOWN,3125635800,60622,,-87.6698132,41.895005499999996,1164899.8397201,1905028.4613369,family support (children services),Head Start
395,Erikson Institute,451 N LA SALLE ST,NEAR NORTH SIDE,3128937100,60654,,-87.6324113,41.890763799999995,1175095.5538634,1903563.7343501998,family support (children services),Early Head Start Support Services
396,Erikson Institute,451 N LA SALLE ST,NEAR NORTH SIDE,3128937100,60654,,-87.6324113,41.890763799999995,1175095.5538634,1903563.7343501998,family support (children services),Head Start Support Services
397,Family Focus - Englewood,6727 S WESTERN AVE,CHICAGO LAWN,7739620366,60636,,-87.6832728,41.771151,1161576.8599707,1859868.3389817001,family support (children services),Early Head Start – RTL
398,Family Focus - Lawndale,3517 W ARTHINGTON ST,NORTH LAWNDALE,7737225057,60624,,-87.71382220000001,41.8698554,1152984.0721088,1895774.2053985,family support (children services),Early Head Start – RTL
399,Family Focus - Nuestra Familla,4145 W ARMITAGE AVE,HERMOSA,7732760940,60639,,-87.73083179999999,41.9170016,1148230.5572818,1912921.2568913999,family support (children services),Early Head Start – RTL
400,Firman House West,37 W 47TH ST,GRAND BOULEVARD,7733733400,60609,,-87.62759940000001,41.8090974,1176650.3207676,1873815.4744073001,family support (children services),Child Care Only
401,GH Cullerton Location,1919 W CULLERTON ST,LOWER WEST SIDE,3122260963,60608,,-87.6742749,41.85483970000001,1163797.4776516,1890382.7070882,family support (children services),Child Care Only
402,GH Sinai Community Ogden,2653 W OGDEN AVE,NORTH LAWNDALE,7735211196,60608,,-87.6927032,41.862273200000004,1158756.8249508,1893053.4849009998,family support (children services),Child Care Only
403,GH Archer,4236 S ARCHER AVE,BRIGHTON PARK,7732696586,60632,,-87.7005582,41.816495200000006,1156740.0180241999,1876356.2918972,family support (children services),Early Head Start
404,GH Sinai Community Ogden,2653 W OGDEN AVE,NORTH LAWNDALE,7735211196,60608,,-87.6927032,41.862273200000004,1158756.8249508,1893053.4849009998,family support (children services),Early Head Start
405,Albany Child Care Center,5954 S ALBANY AVE,CHICAGO LAWN,7737377810,60629,,-87.70101120000001,41.7846674,1156701.8527171998,1864757.5120259,family support (children services),Early Head Start – Child Care Partnership
406,Diana's Playpen of Little Geniuses,6236 S WESTERN AVE,CHICAGO LAWN,7737376700,60636,,-87.683806,41.77993370000001,1161407.2327905002,1863067.5760656002,family support (children services),Early Head Start – Child Care Partnership
407,Hunt's Early Childhood Educational Academy,2701 W 79TH ST,ASHBURN,7738638260,60652,,-87.6902359,41.7498157,1159735.5490748002,1852079.6545448003,family support (children services),Early Head Start – Child Care Partnership
408,Literacy Zone,5831 S WESTERN AVE,GAGE PARK,7733060856,60636,,-87.68370990000001,41.787417299999994,1161412.855706,1865794.7577650002,family support (children services),Early Head Start – Child Care Partnership
409,Little Apple Seed's Learning Academy,2672 E 75TH ST,SOUTH SHORE,7734374074,60649,,-87.55901899999999,41.759792700000006,1195508.9327826,1856010.1299412,family support (children services),Early Head Start – Child Care Partnership
410,Smart from the Start,1939 W 79TH ST,AUBURN GRESHAM,7739666499,60620,,-87.6723426,41.750131200000006,1164617.3166963998,1852231.6242576,family support (children services),Early Head Start – Child Care Partnership
411,GH Archer,4236 S ARCHER AVE,BRIGHTON PARK,7732696586,60632,,-87.7005582,41.816495200000006,1156740.0180241999,1876356.2918972,family support (children services),Early Head Start – RTL
412,Albany Child Care Center,5954 S ALBANY AVE,CHICAGO LAWN,7737377810,60629,,-87.70101120000001,41.7846674,1156701.8527171998,1864757.5120259,family support (children services),Head Start
413,Diana's Playpen of Little Geniuses,6236 S WESTERN AVE,CHICAGO LAWN,7737376700,60636,,-87.683806,41.77993370000001,1161407.2327905002,1863067.5760656002,family support (children services),Head Start
414,GH Archer,4236 S ARCHER AVE,BRIGHTON PARK,7732696586,60632,,-87.7005582,41.816495200000006,1156740.0180241999,1876356.2918972,family support (children services),Head Start
415,GH Sinai Community Ogden,2653 W OGDEN AVE,NORTH LAWNDALE,7735211196,60608,,-87.6927032,41.862273200000004,1158756.8249508,1893053.4849009998,family support (children services),Head Start
416,Hunt's Early Childhood Educational Academy,2701 W 79TH ST,ASHBURN,7738638260,60652,,-87.6902359,41.7498157,1159735.5490748002,1852079.6545448003,family support (children services),Head Start
417,Kove Learning Academy,3137 W 71ST ST,CHICAGO LAWN,7736964742,60629,,-87.70182170000001,41.7642903,1156535.3165067,1857330.6404711998,family support (children services),Head Start
418,Literacy Zone,5831 S WESTERN AVE,GAGE PARK,7733060856,60636,,-87.68370990000001,41.787417299999994,1161412.855706,1865794.7577650002,family support (children services),Head Start
419,Little Apple Seed's Learning Academy,2672 E 75TH ST,SOUTH SHORE,7734374074,60649,,-87.55901899999999,41.759792700000006,1195508.9327826,1856010.1299412,family support (children services),Head Start
420,M & E Daycare - 79th Street Day Care,3728 W 79TH ST,ASHBURN,7735857979,60652,,-87.7153469,41.7497836,1152883.4172434,1852017.7559176004,family support (children services),Head Start
421,Peachtree Educational Daycare Inc.,2845 W 71ST ST,CHICAGO LAWN,7737769043,60629,,-87.6948174,41.764398299999996,1158445.9006652,1857384.1187496998,family support (children services),Head Start
422,Smart from the Start,1939 W 79TH ST,AUBURN GRESHAM,7739666499,60620,,-87.6723426,41.750131200000006,1164617.3166963998,1852231.6242576,family support (children services),Head Start
423,VOCEL,5058 W JACKSON BLVD,AUSTIN,7737972210,60644,,-87.7516937,41.87681,1142651.9262927,1898236.2715971,family support (children services),Head Start
424,Hegewisch,2725 E 130TH ST,HEGEWISCH,7736462400,60633,,-87.5569926,41.6590828,1196392.6697875,1819317.5172830003,family support (children services),Child Care Only
425,4 Ever Young,441 E 79TH ST,CHATHAM,7739666872,60619,,-87.61331440000001,41.7510369,1180721.9249708,1852690.9085413,family support (children services),Early Head Start – Child Care Partnership
426,East Side Development Center,13338 S BRANDON AVE,HEGEWISCH,7736262223,60633,,-87.5460658,41.6525114,1199400.4094832,1816950.0642391003,family support (children services),Early Head Start – Child Care Partnership
427,Hegewisch,2725 E 130TH ST,HEGEWISCH,7736462400,60633,,-87.5569926,41.6590828,1196392.6697875,1819317.5172830003,family support (children services),Early Head Start – Child Care Partnership
428,Jelly Bean 61st,448 E 61ST ST,WOODLAWN,7737335861,60637,,-87.6137801,41.784028799999994,1180494.2889989999,1864711.8572776,family support (children services),Early Head Start – Child Care Partnership
429,Jelly Bean 71st,358-370 E 71ST ST,GREATER GRAND CROSSING,7738738888,60636,,-87.6161828,41.7658016,1179894.3756518,1858064.5325798,family support (children services),Early Head Start – Child Care Partnership
430,"Alliance Rehab, Inc.",28100  TORCH PWY,,6304135800,60555,,,,,,family support (senior services),Comprehensive Fitness
431,Jelly Bean 74th,7419 S COTTAGE GROVE AVE,GREATER GRAND CROSSING,7738467396,60619,,-87.60528240000001,41.7598065,1182886.6057199,1855904.925134,family support (children services),Early Head Start – Child Care Partnership
432,Lakeview Development Center,1531 W LAWRENCE AVE,UPTOWN,7738782223,60640,,-87.66878340000001,41.968770899999996,1164971.8793861,1931910.8915755001,family support (children services),Early Head Start – Child Care Partnership
433,Little Angels Family DayCare,6701 S EMERALD AVE,ENGLEWOOD,7734888777,60621,,-87.643108,41.7724052,1172529.6197658002,1860410.7364015,family support (children services),Early Head Start – Child Care Partnership
434,Little Folks Day Care,2527 E 73RD ST,SOUTH SHORE,7732210300,60649,,-87.5630183,41.762711700000004,1194408.2402359,1857063.9886965,family support (children services),Early Head Start – Child Care Partnership
435,Loop,2001 S MICHIGAN AVE,NEAR SOUTH SIDE,3122258828,60616,,-87.6237282,41.855432,1177566.2248943,1890708.3050198,family support (children services),Early Head Start – Child Care Partnership
436,Young Achievers Academy,520 E 79TH ST,GREATER GRAND CROSSING,7738469707,60619,,-87.61160759999999,41.751283799999996,1181186.899639,1852784.7874468998,family support (children services),Early Head Start – Child Care Partnership
437,4 Ever Young,441 E 79TH ST,CHATHAM,7739666872,60619,,-87.61331440000001,41.7510369,1180721.9249708,1852690.9085413,family support (children services),Head Start
438,Allison's,234 E 115TH ST,ROSELAND,7738404502,60628,,-87.6166573,41.6854964,1180008.5344382,1828801.0437229,family support (children services),Head Start
439,Allison's (On 71st),440 E 71ST ST,GREATER GRAND CROSSING,7735924391,60619,,-87.61366340000001,41.7658484,1180581.5365932,1858087.3157354,family support (children services),Head Start
440,Allison's Infant & Toddler Center - RACINE,5522 S RACINE AVE,WEST ENGLEWOOD,7734363193,60636,,-87.6549942,41.7930718,1169227.8698706,1867915.6784645,family support (children services),Head Start
441,Beginners Depot,2141 W 79TH ST,AUBURN GRESHAM,7737839270,60620,,-87.6772473,41.7500689,1163279.130497,1852198.6766308998,family support (children services),Head Start
442,Building Blocks,1120 W 69TH ST,ENGLEWOOD,7734882222,60621,,-87.65268950000001,41.768826700000005,1169926.2808549,1859085.9261768998,family support (children services),Head Start
443,Creative Little Ones,9528 S HALSTED ST,WASHINGTON HEIGHTS,7736296119,60628,,-87.6433389,41.7206045,1172617.9770713998,1841534.5245421,family support (children services),Head Start
444,Crystal Palace,1459 W 74TH ST,WEST ENGLEWOOD,7739946844,60636,,-87.66111540000001,41.7593773,1167654.6269889,1855624.5702992,family support (children services),Head Start
445,East Side Development Center,13338 S BRANDON AVE,HEGEWISCH,7736262223,60633,,-87.5460658,41.6525114,1199400.4094832,1816950.0642391003,family support (children services),Head Start
446,Gina's Unbelievable,7239 S DOBSON AVE,GREATER GRAND CROSSING,7733242010,60619,,-87.59926120000002,41.7629572,1184519.5917563,1857066.9720689,family support (children services),Head Start
447,Hegewisch,2725 E 130TH ST,HEGEWISCH,7736462400,60633,,-87.5569926,41.6590828,1196392.6697875,1819317.5172830003,family support (children services),Head Start
448,High Mountain,919 N LAVERGNE AVE,AUSTIN,7736263997,60651,,-87.7506142,41.897332399999996,1142895.1450834998,1905716.5861869,family support (children services),Head Start
449,Hope for Youth,5900 W IOWA ST,AUSTIN,7736260322,60651,,-87.7724993,41.896679600000006,1136938.468184,1905439.0148288002,family support (children services),Head Start
450,Jelly Bean 61st,448 E 61ST ST,WOODLAWN,7737335861,60637,,-87.6137801,41.784028799999994,1180494.2889989999,1864711.8572776,family support (children services),Head Start
451,Jelly Bean 63rd,1455 W 63RD ST,WEST ENGLEWOOD,7738738888,60636,,-87.6615523,41.779401899999996,1167478.4281949,1862920.4278396,family support (children services),Head Start
452,Jelly Bean 71st,358-370 E 71ST ST,GREATER GRAND CROSSING,7738738888,60636,,-87.6161828,41.7658016,1179894.3756518,1858064.5325798,family support (children services),Head Start
453,Jelly Bean 74th,7419 S COTTAGE GROVE AVE,GREATER GRAND CROSSING,7738467396,60619,,-87.60528240000001,41.7598065,1182886.6057199,1855904.925134,family support (children services),Head Start
454,Jelly Bean 85th,8501 S ASHLAND AVE,AUBURN GRESHAM,7732395437,60620,,-87.6630079,41.7393432,1167195.1524113999,1848320.286786,family support (children services),Head Start
455,Jones Academy,4344 S WENTWORTH AVE,FULLER PARK,7735363757,60609,,-87.63130759999999,41.81511210000001,1175621.4629826,1875998.8976496998,family support (children services),Head Start
456,Lakeview Development Center,1531 W LAWRENCE AVE,UPTOWN,7738782223,60640,,-87.66878340000001,41.968770899999996,1164971.8793861,1931910.8915755001,family support (children services),Head Start
457,Laughs & Giggles,106 W 119TH ST,WEST PULLMAN,7734687331,60628,,-87.6254387,41.678104600000005,1177632.0327945,1826087.7525042,family support (children services),Head Start
458,Little Angels Family DayCare,6701 S EMERALD AVE,ENGLEWOOD,7734888777,60621,,-87.643108,41.7724052,1172529.6197658002,1860410.7364015,family support (children services),Head Start
459,Little Folks Day Care,2527 E 73RD ST,SOUTH SHORE,7732210300,60649,,-87.5630183,41.762711700000004,1194408.2402359,1857063.9886965,family support (children services),Head Start
460,Little Leaders of Tomorrow I-Mayfield,301 N MAYFIELD AVE,AUSTIN,7733788302,60644,,-87.771829,41.885696,1137147.1382904,1901437.8067818,family support (children services),Head Start
461,Loop,2001 S MICHIGAN AVE,NEAR SOUTH SIDE,3122258828,60616,,-87.6237282,41.855432,1177566.2248943,1890708.3050198,family support (children services),Head Start
462,Mae's Daycare Center,1431 W 111TH ST,MORGAN PARK,7734299251,60643,,-87.6582698,41.6920556,1168623.3770897,1831099.3132723,family support (children services),Head Start
463,Near South,2929 S WABASH AVE,DOUGLAS,3127910424,60616,,-87.6250678,41.8410942,1177244.375558,1885480.6290016999,family support (children services),Head Start
464,North Kenwood Day Care Center,516 E 43RD ST,GRAND BOULEVARD,7732682223,60653,,-87.6133987,41.8168057,1180498.2718155,1876656.4302886003,family support (children services),Head Start
465,Prodigy Child Learning Center,1921 E 79TH ST,SOUTH CHICAGO,7732213100,60649,,-87.5775172,41.7514777,1190488.5742911,1852935.3182183998,family support (children services),Head Start
466,South Shore United Methodist Child Care,7350 S JEFFERY BLVD,SOUTH SHORE,7733244430,60649,,-87.5763346,41.7609923,1190780.7630703,1856405.1900356999,family support (children services),Head Start
467,Star Kids Math & Science,11053 S VINCENNES AVE,MORGAN PARK,7737795900,60643,,-87.66295090000001,41.6924365,1167343.8047187,1831228.1311679,family support (children services),Head Start
468,West Austin,4920 W MADISON ST,AUSTIN,7732612223,60644,,-87.74861369999999,41.8805636,1143481.4200519,1899609.7838165,family support (children services),Head Start
469,Young Achievers Academy,520 E 79TH ST,GREATER GRAND CROSSING,7738469707,60619,,-87.61160759999999,41.751283799999996,1181186.899639,1852784.7874468998,family support (children services),Head Start
470,Howard Area Family Center,7510 N ASHLAND AVE,ROGERS PARK,7737647610,60626,,-87.67146120000001,42.018267,1164104.2341761002,1949941.911814,family support (children services),Child Care Only
471,Howard Area Family Center,7510 N ASHLAND AVE,ROGERS PARK,7737647610,60626,,-87.67146120000001,42.018267,1164104.2341761002,1949941.911814,family support (children services),Head Start
472,Illinois Action for Children,4753 N BROADWAY ST,UPTOWN,7737698011,60640,,-87.65941409999999,41.968723700000005,1167519.9678459999,1931913.5918863,family support (children services),Head Start Support Services
473,Illinois Action for Children,4753 N BROADWAY ST,UPTOWN,7737698011,60640,,-87.65941409999999,41.968723700000005,1167519.9678459999,1931913.5918863,family support (children services),Head Start Support Services – RTL
474,Illinois Student Transportation,459 N PULASKI RD,HUMBOLDT PARK,7736383660,60624,,-87.7257759,41.8897139,1149677.0433136001,1902987.3233393002,family support (children services),Head Start Support Services
475,Infant Welfare Society of Chicago,3600 W FULLERTON AVE,LOGAN SQUARE,7737825057,60647,,-87.7170574,41.924712400000004,1151959.3296116998,1915757.723332,family support (children services),Early Head Start – RTL
476,It Takes a Village,4000 W DIVISION ST,HUMBOLDT PARK,7732761730,60651,,-87.72636899999999,41.9027797,1149481.8609302,1907747.3449281002,family support (children services),Early Head Start – Child Care Partnership
477,It Takes a Village,4000 W DIVISION ST,HUMBOLDT PARK,7732761730,60651,,-87.72636899999999,41.9027797,1149481.8609302,1907747.3449281002,family support (children services),Head Start
478,Judah International Outreach Ministries,856 N PULASKI RD,HUMBOLDT PARK,7737703739,60641,,-87.726282,41.8970494,1149520.3160635,1905659.3868216,family support (children services),Head Start
479,Kendall College,900 N NORTH BRANCH ST,NEAR NORTH SIDE,3127522146,60622,,-87.64809029999999,41.8989653,1170802.6342533,1906517.8960191002,family support (children services),Head Start Support Services
480,Korean American Community Services,4300 N CALIFORNIA AVE,IRVING PARK,7735838281,60618,,-87.6985595,41.959498100000005,1156899.3812498,1928470.4262861,family support (children services),Child Care Only
481,Korean American Community Services,4300 N CALIFORNIA AVE,IRVING PARK,7735838281,60618,,-87.6985595,41.959498100000005,1156899.3812498,1928470.4262861,family support (children services),Head Start
482,Winthrop Childrens Center,4848 N WINTHROP AVE,UPTOWN,7738783210,60640,,-87.65780620000001,41.970484,1167952.1745503999,1932558.4940141998,family support (children services),Child Care Only
483,Winthrop Childrens Center,4848 N WINTHROP AVE,UPTOWN,7738783210,60640,,-87.65780620000001,41.970484,1167952.1745503999,1932558.4940141998,family support (children services),Early Head Start – Child Care Partnership
484,"Asian Human Services, Inc",2838 W PETERSON AVE,WEST RIDGE,7735644944,60659,,-87.7009285,41.990544799999995,1156171.5029906,1939779.2488742,family support (children services),Head Start
485,Austin Town Hall,5610 W LAKE ST,AUSTIN,7733790901,60644,,-87.76559240000002,41.8878469,1138840.1680845,1902232.7554783002,family support (children services),Head Start
486,Rogers Park,1754 W DEVON AVE,ROGERS PARK,7732623366,60660,,-87.6741277,41.9981204,1163436.1816004,1942594.7787472,family support (children services),Head Start
487,Winthrop Childrens Center,4848 N WINTHROP AVE,UPTOWN,7738783210,60640,,-87.65780620000001,41.970484,1167952.1745503999,1932558.4940141998,family support (children services),Head Start
488,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,WEST GARFIELD PARK,7732655954,60624,,-87.7259636,41.8859196,1149635.7132821002,1901604.3437961002,family support (children services),Child Care Only
489,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,AUSTIN,7732877365,60651,,-87.7485402,41.901086799999995,1143450.4588269,1907088.526814,family support (children services),Child Care Only
490,Mary Crane Center (Morse),1545 W MORSE AVE,ROGERS PARK,7732621390,60626,,-87.66968790000001,42.007735,1164615.8564875,1946107.7268444,family support (children services),Child Care Only
491,Little Achievers Academy,3801 W DIVERSEY AVE,LOGAN SQUARE,7732761600,60647,,-87.72214620000001,41.9317408,1150556.2296153,1918308.9742551998,family support (children services),Early Head Start
492,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,WEST GARFIELD PARK,7732655954,60624,,-87.7259636,41.8859196,1149635.7132821002,1901604.3437961002,family support (children services),Early Head Start
493,Mary Crane Center (Lathrop),2905 N LEAVITT ST,NORTH CENTER,7739388131,60618,,-87.6829078,41.9342804,1161226.1526477,1919312.9624988998,family support (children services),Early Head Start
494,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,AUSTIN,7732877365,60651,,-87.7485402,41.901086799999995,1143450.4588269,1907088.526814,family support (children services),Early Head Start
495,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,WEST GARFIELD PARK,7732655954,60624,,-87.7259636,41.8859196,1149635.7132821002,1901604.3437961002,family support (children services),Early Head Start – RTL
496,Raise Up A Child,116 E 113TH ST,ROSELAND,7737851172,60628,,-87.6202699,41.689100599999996,1179010.8985764,1830106.1715505002,family support (children services),Early Head Start – RTL
497,Archdiocese-Maternity BVM,1537 N LAWNDALE AVE,HUMBOLDT PARK,7732271140,60651,,-87.7190594,41.90923370000001,1151454.8982703001,1910113.3638409001,family support (children services),Head Start
498,Archdiocese-St. Ethelreda,8734 S PAULINA ST,AUBURN GRESHAM,7732381757,60620,,-87.6656115,41.7346704,1166497.7812881,1846612.0309263,family support (children services),Head Start
499,Archdiocese-St. Mary,1026 W BUENA AVE,UPTOWN,7734723711,60613,,-87.65576159999999,41.958525200000004,1168542.6290965,1928205.0362736,family support (children services),Head Start
500,Archdiocese-St. Nicholas,3721 W 62ND ST,WEST LAWN,7737351121,60629,,-87.7163329,41.7804717,1152534.1415432,1863198.2938400002,family support (children services),Head Start
501,Archdiocese-St. Sabina,7801 S THROOP ST,AUBURN GRESHAM,7734834300,60620,,-87.655245,41.7522514,1169276.7597426001,1853040.4917693,family support (children services),Head Start
502,Little Achievers Academy,3801 W DIVERSEY AVE,LOGAN SQUARE,7732761600,60647,,-87.72214620000001,41.9317408,1150556.2296153,1918308.9742551998,family support (children services),Head Start
503,Little Kids Village Learning II,2656 W 71ST ST,CHICAGO LAWN,7737764753,60629,,-87.69044079999999,41.7646893,1159639.1126163001,1857499.0486323996,family support (children services),Head Start
504,Mary Crane Center (Lake & Pulaski),316 N PULASKI RD,WEST GARFIELD PARK,7732655954,60624,,-87.7259636,41.8859196,1149635.7132821002,1901604.3437961002,family support (children services),Head Start
505,Mary Crane Center (Lathrop),2905 N LEAVITT ST,NORTH CENTER,7739388131,60618,,-87.6829078,41.9342804,1161226.1526477,1919312.9624988998,family support (children services),Head Start
506,Mary Crane Center (Molade Child Dev.),1120 N LAMON AVE,AUSTIN,7732877365,60651,,-87.7485402,41.901086799999995,1143450.4588269,1907088.526814,family support (children services),Head Start
507,Mary Crane Center (Morse),1545 W MORSE AVE,ROGERS PARK,7732621390,60626,,-87.66968790000001,42.007735,1164615.8564875,1946107.7268444,family support (children services),Head Start
508,Wholly Innocence Day Care Center,34 N SANGAMON ST,NEAR WEST SIDE,3122267984,60607,,-87.6510394,41.88276679999999,1170046.6977576,1900608.7522953,family support (children services),Child Care Only
509,Midway Childrens Center,3215 W 63RD ST,CHICAGO LAWN,7738842350,60629,,-87.7037811,41.7788532,1155961.9208046999,1862633.3426424998,family support (children services),Child Care Only
510,North Childrens Center,3255 N CENTRAL AVE,PORTAGE PARK,7733713782,60634,,-87.76641120000001,41.9402413,1138491.0358614,1921323.8020451001,family support (children services),Child Care Only
511,Calumet Family Service Center,235 E 103RD ST,ROSELAND,7733713600,60628,,-87.6172774,41.707150299999995,1179773.5668514,1836690.0464968001,family support (children services),Early Head Start
512,Calumet Family Service Center,235 E 103RD ST,ROSELAND,7733713600,60628,,-87.6172774,41.707150299999995,1179773.5668514,1836690.0464968001,family support (children services),Early Head Start – RTL
513,Learning and Wellness Center-Libby,5338 S LOOMIS BLVD,NEW CITY,7735350101,60609,,-87.6599405,41.796572,1167869.0559088,1869180.5386494,family support (children services),Early Head Start – RTL
514,Midway Childrens Center,3215 W 63RD ST,CHICAGO LAWN,7738842350,60629,,-87.7037811,41.7788532,1155961.9208046999,1862633.3426424998,family support (children services),Early Head Start – RTL
515,Midway Childrens Center,3215 W 63RD ST,CHICAGO LAWN,7738842350,60629,,-87.7037811,41.7788532,1155961.9208046999,1862633.3426424998,family support (children services),Head Start
516,Midway Head Start,6422 S KEDZIE AVE,CHICAGO LAWN,7738842400,60629,,-87.70322370000001,41.776343,1156120.6592813,1861719.7381099,family support (children services),Head Start
517,North Childrens Center,3255 N CENTRAL AVE,PORTAGE PARK,7733713782,60634,,-87.76641120000001,41.9402413,1138491.0358614,1921323.8020451001,family support (children services),Head Start
518,Learning and Wellness Center-Libby,5338 S LOOMIS BLVD,NEW CITY,7735350101,60609,,-87.6599405,41.796572,1167869.0559088,1869180.5386494,family support (children services),Head Start – RTL
519,Appeals for Charities,50 W 71ST ST,GREATER GRAND CROSSING,7736515400,60621,,-87.62682480000001,41.7655526,1176991.8673565001,1857949.7608848999,family support (children services),Child Care Only
520,National Louis University,122 S MICHIGAN AVE,LOOP,3122613232,60603,,-87.624505,41.8802634,1177279.895226,1899755.0723355,family support (children services),Head Start Support Services
521,FCCH-Aida Cardona,2117 N KEDVALE AVE,HERMOSA,7732271355,60639,,-87.73014870000002,41.9194967,1148410.0930034,1913831.795965,family support (children services),Child Care Only
522,FCCH-Amanda Lopez,4433 N HARDING AVE,ALBANY PARK,7732970797,60625,,-87.7264838,41.961899,1149298.1417983999,1929290.3011216999,family support (children services),Child Care Only
523,FCCH-Carolyn Price,2037 W ADAMS ST,NEAR WEST SIDE,3122431423,60612,,-87.67803020000001,41.8786193,1162708.263624,1899040.1231604998,family support (children services),Child Care Only
524,FCCH-Lucia Rubio,5522 W NEWPORT AVE,PORTAGE PARK,,60641,,-87.7651678,41.9432665,1138822.0101074,1922428.4474209,family support (children services),Child Care Only
525,FCCH-Maria Barrera,2435 W FOSTER AVE,LINCOLN SQUARE,7732714495,60625,,-87.6905222,41.9757727,1159040.9198608,1934417.2564848,family support (children services),Child Care Only
526,FCCH-Marisela Martinez,5018 W DRUMMOND PL,BELMONT CRAGIN,,60639,,-87.75221020000001,41.9288492,1142382.8220014,1917198.3697368,family support (children services),Child Care Only
527,FCCH-Valerie Martin,2043 W PIERCE AVE,WEST TOWN,7734862104,60622,,-87.6791439,41.9092298,1162319.9291527001,1910192.2831193001,family support (children services),Child Care Only
528,North Avenue Day Nursery,2001 W PIERCE AVE,WEST TOWN,7733424499,60622,,-87.677553,41.909260700000004,1162752.8809871,1910206.8494855,family support (children services),Child Care Only
529,FCCH-Emma Turner,1815 W MONROE ST,NEAR WEST SIDE,3122430601,60612,,-87.6723361,41.879971600000005,1164255.1462972001,1899544.8164268997,family support (children services),Early Head Start
530,FCCH-Lucia Rubio,5522 W NEWPORT AVE,PORTAGE PARK,,60641,,-87.7651678,41.9432665,1138822.0101074,1922428.4474209,family support (children services),Early Head Start
531,FCCH-Maria Barrera,2435 W FOSTER AVE,LINCOLN SQUARE,7732714495,60625,,-87.6905222,41.9757727,1159040.9198608,1934417.2564848,family support (children services),Early Head Start
532,FCCH-Nury Rodriguez,2420 W LE MOYNE ST,WEST TOWN,7737721835,60622,,-87.6880267,41.908592600000006,1159903.7751916,1909941.7673305,family support (children services),Early Head Start
533,FCCH-Valerie Martin,2043 W PIERCE AVE,WEST TOWN,7734862104,60622,,-87.6791439,41.9092298,1162319.9291527001,1910192.2831193001,family support (children services),Early Head Start
534,North Avenue Day Nursery,2001 W PIERCE AVE,WEST TOWN,7733424499,60622,,-87.677553,41.909260700000004,1162752.8809871,1910206.8494855,family support (children services),Early Head Start
535,FCCH-Emma Turner,1815 W MONROE ST,NEAR WEST SIDE,3122430601,60612,,-87.6723361,41.879971600000005,1164255.1462972001,1899544.8164268997,family support (children services),Early Head Start – Child Care Partnership
